Part 1: 
INPUT SIZE: 10091
5, 11
10, 9
15, 5
20, 6
25, 9
30, 9
35, 6
40, 6
45, 6
50, 11
55, 8
60, 8
65, 7
70, 11
75, 6
80, 7
85, 8
90, 5
95, 8
100, 8
105, 7
110, 7
115, 11
120, 7
125, 9
130, 11
135, 3
140, 12
145, 7
150, 5
155, 8
160, 3
165, 7
170, 7
175, 6
180, 6
185, 9
190, 9
195, 9
200, 8
205, 7
210, 6
215, 6
220, 6
225, 6
230, 6
235, 7
240, 9
245, 12
250, 11
255, 8
260, 9
265, 6
270, 5
275, 8
280, 7
285, 9
290, 12
295, 6
300, 8
305, 5
310, 7
315, 6
320, 4
325, 10
330, 11
335, 7
340, 10
345, 6
350, 8
355, 7
360, 8
365, 7
370, 6
375, 8
380, 8
385, 5
390, 6
395, 11
400, 13
405, 2
410, 8
415, 7
420, 8
425, 6
430, 7
435, 7
440, 12
445, 10
450, 8
455, 9
460, 8
465, 8
470, 6
475, 7
480, 9
485, 10
490, 5
495, 8
500, 8
505, 6
510, 6
515, 7
520, 6
525, 9
530, 7
535, 6
540, 5
545, 10
550, 5
555, 8
560, 3
565, 8
570, 6
575, 8
580, 6
585, 9
590, 8
595, 7
600, 8
605, 11
610, 7
615, 8
620, 6
625, 8
630, 7
635, 8
640, 8
645, 7
650, 10
655, 9
660, 11
665, 5
670, 10
675, 6
680, 8
685, 9
690, 4
695, 8
700, 6
705, 6
710, 6
715, 5
720, 7
725, 8
730, 6
735, 5
740, 7
745, 9
750, 7
755, 8
760, 7
765, 7
770, 7
775, 9
780, 5
785, 7
790, 7
795, 6
800, 5
805, 9
810, 7
815, 10
820, 8
825, 5
830, 11
835, 9
840, 3
845, 8
850, 11
855, 11
860, 9
865, 6
870, 11
875, 4
880, 8
885, 7
890, 11
895, 8
900, 6
905, 11
910, 9
915, 9
920, 6
925, 11
930, 6
935, 6
940, 7
945, 8
950, 7
955, 5
960, 6
965, 7
970, 6
975, 4
980, 6
985, 7
990, 4
995, 11
1000, 3
1005, 7
1010, 8
1015, 5
1020, 9
1025, 9
1030, 4
1035, 11
1040, 6
1045, 7
1050, 6
1055, 9
1060, 9
1065, 12
1070, 5
1075, 9
1080, 7
1085, 8
1090, 8
1095, 7
1100, 7
1105, 8
1110, 8
1115, 11
1120, 6
1125, 5
1130, 9
1135, 9
1140, 11
1145, 5
1150, 10
1155, 7
1160, 7
1165, 8
1170, 6
1175, 7
1180, 11
1185, 6
1190, 9
1195, 8
1200, 7
1205, 5
1210, 8
1215, 7
1220, 7
1225, 6
1230, 9
1235, 7
1240, 6
1245, 9
1250, 6
1255, 8
1260, 7
1265, 4
1270, 8
1275, 9
1280, 13
1285, 11
1290, 6
1295, 6
1300, 12
1305, 8
1310, 9
1315, 8
1320, 7
1325, 8
1330, 7
1335, 9
1340, 12
1345, 9
1350, 8
1355, 8
1360, 11
1365, 9
1370, 3
1375, 5
1380, 7
1385, 8
1390, 9
1395, 8
1400, 7
1405, 8
1410, 7
1415, 4
1420, 6
1425, 6
1430, 5
1435, 7
1440, 7
1445, 5
1450, 7
1455, 8
1460, 9
1465, 6
1470, 7
1475, 7
1480, 11
1485, 7
1490, 7
1495, 10
1500, 11
1505, 7
1510, 10
1515, 7
1520, 5
1525, 6
1530, 8
1535, 8
1540, 7
1545, 11
1550, 7
1555, 6
1560, 8
1565, 6
1570, 8
1575, 9
1580, 5
1585, 8
1590, 7
1595, 6
1600, 7
1605, 8
1610, 7
1615, 9
1620, 7
1625, 7
1630, 8
1635, 11
1640, 11
1645, 6
1650, 3
1655, 8
1660, 10
1665, 7
1670, 8
1675, 9
1680, 7
1685, 8
1690, 12
1695, 7
1700, 9
1705, 6
1710, 7
1715, 11
1720, 11
1725, 10
1730, 5
1735, 7
1740, 7
1745, 10
1750, 8
1755, 8
1760, 9
1765, 11
1770, 7
1775, 7
1780, 7
1785, 6
1790, 10
1795, 3
1800, 9
1805, 8
1810, 6
1815, 7
1820, 7
1825, 7
1830, 10
1835, 13
1840, 7
1845, 9
1850, 8
1855, 10
1860, 10
1865, 4
1870, 6
1875, 4
1880, 7
1885, 7
1890, 12
1895, 9
1900, 6
1905, 8
1910, 7
1915, 12
1920, 7
1925, 11
1930, 9
1935, 8
1940, 5
1945, 10
1950, 4
1955, 7
1960, 5
1965, 8
1970, 8
1975, 9
1980, 5
1985, 10
1990, 8
1995, 7
2000, 11
2005, 10
2010, 10
2015, 6
2020, 8
2025, 10
2030, 9
2035, 7
2040, 9
2045, 4
2050, 8
2055, 10
2060, 7
2065, 8
2070, 7
2075, 9
2080, 9
2085, 10
2090, 7
2095, 6
2100, 9
2105, 1
2110, 9
2115, 11
2120, 7
2125, 8
2130, 5
2135, 4
2140, 8
2145, 9
2150, 5
2155, 8
2160, 9
2165, 10
2170, 7
2175, 10
2180, 6
2185, 8
2190, 6
2195, 5
2200, 7
2205, 6
2210, 9
2215, 11
2220, 11
2225, 11
2230, 8
2235, 9
2240, 9
2245, 7
2250, 5
2255, 10
2260, 8
2265, 9
2270, 7
2275, 10
2280, 3
2285, 9
2290, 6
2295, 6
2300, 11
2305, 7
2310, 5
2315, 8
2320, 9
2325, 6
2330, 8
2335, 7
2340, 8
2345, 8
2350, 7
2355, 10
2360, 9
2365, 11
2370, 5
2375, 10
2380, 6
2385, 8
2390, 9
2395, 4
2400, 8
2405, 6
2410, 6
2415, 6
2420, 5
2425, 7
2430, 8
2435, 6
2440, 5
2445, 7
2450, 9
2455, 7
2460, 8
2465, 7
2470, 7
2475, 7
2480, 9
2485, 5
2490, 7
2495, 7
2500, 6
2505, 5
2510, 9
2515, 7
2520, 10
2525, 8
2530, 5
2535, 11
2540, 9
2545, 3
2550, 8
2555, 11
2560, 11
2565, 9
2570, 6
2575, 11
2580, 4
2585, 8
2590, 7
2595, 11
2600, 8
2605, 6
2610, 11
2615, 9
2620, 9
2625, 6
2630, 11
2635, 6
2640, 6
2645, 7
2650, 8
2655, 7
2660, 5
2665, 6
2670, 7
2675, 6
2680, 4
2685, 6
2690, 7
2695, 4
2700, 11
2705, 3
2710, 7
2715, 8
2720, 5
2725, 9
2730, 9
2735, 4
2740, 11
2745, 6
2750, 7
2755, 6
2760, 9
2765, 9
2770, 12
2775, 5
2780, 9
2785, 7
2790, 8
2795, 8
2800, 7
2805, 7
2810, 8
2815, 8
2820, 11
2825, 6
2830, 5
2835, 9
2840, 9
2845, 11
2850, 5
2855, 10
2860, 7
2865, 7
2870, 8
2875, 6
2880, 7
2885, 11
2890, 6
2895, 9
2900, 8
2905, 7
2910, 5
2915, 8
2920, 7
2925, 7
2930, 6
2935, 9
2940, 7
2945, 6
2950, 9
2955, 6
2960, 8
2965, 7
2970, 4
2975, 8
2980, 9
2985, 13
2990, 11
2995, 6
3000, 6
3005, 12
3010, 8
3015, 9
3020, 8
3025, 7
3030, 8
3035, 7
3040, 9
3045, 12
3050, 9
3055, 8
3060, 8
3065, 11
3070, 9
3075, 3
3080, 5
3085, 7
3090, 8
3095, 9
3100, 8
3105, 7
3110, 8
3115, 7
3120, 4
3125, 6
3130, 6
3135, 5
3140, 7
3145, 7
3150, 5
3155, 7
3160, 8
3165, 9
3170, 6
3175, 7
3180, 7
3185, 11
3190, 7
